"foi","numOlapA_obs","numOlapA_alt","numOlapA_pval","numOlapAwithin_obs","numOlapAwithin_alt","numOlapAwithin_pval","numOlapB_obs","numOlapB_alt","numOlapB_pval","numOlapBwithin_obs","numOlapBwithin_alt","numOlapBwithin_pval","comOlap_obs","comOlap_alt","comOlap_pval","meandist_obs","meandist_alt","meandist_pval","meanLenOlapB_obs","meanLenOlapB_alt","meanLenOlapB_pval","Anum","Alen","Bnum","Blen"
"ct_hg19_foi_MIR_desc_repSubfamily",11170,"greater",9.99900009999e-05,0,"greater",1,32667,"greater",9.99900009999e-05,32464,"greater",9.99900009999e-05,5221609,"greater",9.99900009999e-05,-3359.39811479807,"less",0.411658834116588,160.331037438393,"greater",9.99900009999e-05,13049,521960000,173801,27256613
"ct_hg19_foi_MIRb_desc_repSubfamily",11467,"greater",9.99900009999e-05,0,"greater",1,41068,"greater",0.0288971102889711,40823,"greater",0.0250974902509749,6292959,"greater",9.99900009999e-05,-3422.86159858993,"less",0.101889811018898,153.638501996688,"greater",9.99900009999e-05,13049,521960000,223186,33581390
"ct_hg19_foi_MLT-int_desc_repSubfamily",53,"greater",0.0864913508649135,0,"greater",1,64,"greater",0.400659934006599,64,"greater",0.381261873812619,20718,"greater",0.455454454554545,-6287848.69796078,"greater",9.99900009999e-05,324.359375,"less",0.399060093990601,12750,510000000,344,117236
"ct_hg19_foi_MLT1A0-int_desc_repSubfamily",116,"greater",0.0236976302369763,0,"greater",1,191,"greater",0.11048895110489,190,"greater",0.0854914508549145,127137,"greater",0.0042995700429957,-3264407.1175569,"greater",9.99900009999e-05,666.083769633508,"greater",0.0324967503249675,13049,521960000,917,541046
"ct_hg19_foi_MLT1A0_desc_repSubfamily",3020,"greater",9.99900009999e-05,0,"greater",1,4155,"greater",9.99900009999e-05,4112,"greater",9.99900009999e-05,1201220,"greater",9.99900009999e-05,-71096.0118783049,"greater",9.99900009999e-05,290.123706377858,"greater",9.99900009999e-05,13049,521960000,20274,5657433
"ct_hg19_foi_MLT1A1_desc_repSubfamily",1053,"greater",0.0010998900109989,0,"greater",1,1349,"greater",0.0076992300769923,1332,"greater",0.0088991100889911,405102,"greater",0.0008999100089991,-237451.170357882,"greater",9.99900009999e-05,302.093402520385,"greater",0.0246975302469753,13049,521960000,6654,1953018
"ct_hg19_foi_MLT1A_desc_repSubfamily",1381,"greater",0.0006999300069993,0,"greater",1,1783,"greater",0.0152984701529847,1757,"greater",0.0180981901809819,503431,"greater",0.0008999100089991,-179476.165683194,"greater",9.99900009999e-05,284.245653393158,"greater",0.0068993100689931,13049,521960000,8906,2443655
"ct_hg19_foi_MLT1B_desc_repSubfamily",2350,"greater",0.0116988301169883,0,"greater",1,3322,"greater",0.213478652134787,3281,"greater",0.221077892210779,945392,"greater",0.0146985301469853,-97962.5952180244,"greater",9.99900009999e-05,285.795003010235,"greater",0.0014998500149985,13049,521960000,17582,4842060
"ct_hg19_foi_MLT1C_desc_repSubfamily",2388,"less",0.446455354464554,0,"greater",1,3438,"less",0.0188981101889811,3401,"less",0.0246975302469753,1108222,"less",0.366663333666633,-100708.952946586,"greater",9.99900009999e-05,323.693717277487,"greater",9.99900009999e-05,13049,521960000,19424,6003806
"ct_hg19_foi_MLT1D_desc_repSubfamily",2659,"greater",9.99900009999e-05,0,"greater",1,3831,"greater",0.0312968703129687,3787,"greater",0.0248975102489751,1295079,"greater",9.99900009999e-05,-86578.0070503487,"greater",9.99900009999e-05,339.817802140433,"greater",0.0002999700029997,13049,521960000,20207,6522887
"ct_hg19_foi_MLT1E1A_desc_repSubfamily",517,"greater",9.99900009999e-05,0,"greater",1,749,"greater",9.99900009999e-05,740,"greater",9.99900009999e-05,253100,"greater",9.99900009999e-05,-548327.901295118,"greater",9.99900009999e-05,340.933244325768,"greater",0.168883111688831,13049,521960000,3325,1102348
"ct_hg19_foi_MLT1E1_desc_repSubfamily",171,"greater",0.0024997500249975,0,"greater",1,233,"greater",0.0092990700929907,229,"greater",0.0080991900809919,72939,"greater",0.0026997300269973,-1817662.41328837,"greater",9.99900009999e-05,315.489270386266,"greater",0.291470852914709,13049,521960000,1040,315326
"ct_hg19_foi_MLT1E2_desc_repSubfamily",635,"greater",9.99900009999e-05,0,"greater",1,847,"greater",9.99900009999e-05,841,"greater",9.99900009999e-05,316880,"greater",9.99900009999e-05,-460336.596444172,"greater",9.99900009999e-05,375.558441558442,"greater",0.346665333466653,13049,521960000,3888,1438726
"ct_hg19_foi_MLT1E3_desc_repSubfamily",301,"greater",0.0024997500249975,0,"greater",1,386,"greater",0.0378962103789621,382,"greater",0.0408959104089591,134340,"greater",0.0038996100389961,-941334.106674841,"greater",9.99900009999e-05,350.155440414508,"greater",0.0460953904609539,13049,521960000,1868,614911
"ct_hg19_foi_MLT1E_desc_repSubfamily",142,"greater",0.0108989101089891,0,"greater",1,205,"greater",0.0144985501449855,204,"greater",0.0104989501049895,61984,"greater",0.0092990700929907,-2201514.78120929,"greater",9.99900009999e-05,304.068292682927,"greater",0.475452454754525,13049,521960000,897,267552
"ct_hg19_foi_MLT1F-int_desc_repSubfamily",60,"less",0.303669633036696,0,"greater",1,83,"less",0.172282771722828,82,"less",0.178282171782822,30724,"less",0.114888511148885,-4662998.40003065,"greater",0.0140985901409859,370.650602409639,"less",0.226677332266773,13049,521960000,511,197132
"ct_hg19_foi_MLT1F1_desc_repSubfamily",391,"less",0.16968303169683,0,"greater",1,550,"less",0.185281471852815,545,"less",0.194280571942806,171089,"less",0.332066793320668,-676926.588934018,"less",0.161083891610839,312.6,"greater",0.155884411558844,13049,521960000,3120,939400
"ct_hg19_foi_MLT1F2_desc_repSubfamily",931,"greater",9.99900009999e-05,0,"greater",1,1247,"greater",9.99900009999e-05,1230,"greater",9.99900009999e-05,447062,"greater",9.99900009999e-05,-297359.873860066,"greater",9.99900009999e-05,360.814755412991,"greater",0.0264973502649735,13049,521960000,5890,2058161
"ct_hg19_foi_MLT1F_desc_repSubfamily",573,"greater",0.451254874512549,0,"greater",1,763,"less",0.343665633436656,753,"less",0.368863113688631,264709,"greater",0.125687431256874,-507391.466395892,"greater",0.0140985901409859,348.436435124509,"greater",0.0010998900109989,13049,521960000,4223,1376434
"ct_hg19_foi_MLT1G1_desc_repSubfamily",512,"greater",0.124287571242876,0,"greater",1,694,"greater",0.177482251774823,689,"greater",0.131086891310869,229970,"greater",0.0522947705229477,-564138.112958847,"greater",0.0014998500149985,333.149855907781,"greater",0.134686531346865,13049,521960000,3554,1155329
"ct_hg19_foi_MLT1G_desc_repSubfamily",420,"greater",0.0064993500649935,0,"greater",1,583,"greater",0.0238976102389761,576,"greater",0.0256974302569743,188417,"greater",0.0016998300169983,-750604.090811556,"greater",9.99900009999e-05,325.98627787307,"greater",0.0568943105689431,13049,521960000,2836,885362
"ct_hg19_foi_MLT1H-int_desc_repSubfamily",110,"greater",0.0550944905509449,0,"greater",1,181,"greater",0.0458954104589541,181,"greater",0.0416958304169583,67944,"greater",0.119088091190881,-2726583.72174113,"greater",9.99900009999e-05,375.397790055249,"less",0.201679832016798,13049,521960000,783,306846
"ct_hg19_foi_MLT1H1_desc_repSubfamily",558,"greater",0.0002999700029997,0,"greater",1,752,"greater",0.0022997700229977,746,"greater",0.0020997900209979,243033,"greater",0.0002999700029997,-558785.604184229,"greater",9.99900009999e-05,324.021276595745,"greater",0.0758924107589241,13049,521960000,3557,1109929
"ct_hg19_foi_MLT1H2_desc_repSubfamily",710,"greater",0.0006999300069993,0,"greater",1,982,"greater",0.0002999700029997,975,"greater",0.0002999700029997,208072,"greater",0.0012998700129987,-399550.500344854,"greater",9.99900009999e-05,212.922606924644,"less",0.39026097390261,13049,521960000,4656,1000498
"ct_hg19_foi_MLT1H_desc_repSubfamily",1471,"greater",9.99900009999e-05,0,"greater",1,2152,"greater",9.99900009999e-05,2136,"greater",9.99900009999e-05,596214,"greater",9.99900009999e-05,-192661.859912637,"greater",9.99900009999e-05,278.159851301115,"greater",0.132286771322868,13049,521960000,9997,2735249
"ct_hg19_foi_MLT1I_desc_repSubfamily",1904,"greater",9.99900009999e-05,0,"greater",1,2605,"greater",9.99900009999e-05,2590,"greater",9.99900009999e-05,558722,"greater",9.99900009999e-05,-140308.510920377,"greater",9.99900009999e-05,215.036468330134,"greater",0.389461053894611,13049,521960000,10982,2356880
"ct_hg19_foi_MLT1J1_desc_repSubfamily",897,"greater",9.99900009999e-05,0,"greater",1,1162,"greater",9.99900009999e-05,1151,"greater",9.99900009999e-05,245988,"greater",9.99900009999e-05,-332901.280864434,"greater",9.99900009999e-05,212.557659208262,"greater",0.352864713528647,13049,521960000,4856,1024735
"ct_hg19_foi_MLT1J2_desc_repSubfamily",1166,"greater",9.99900009999e-05,0,"greater",1,1543,"greater",9.99900009999e-05,1537,"greater",9.99900009999e-05,335011,"greater",9.99900009999e-05,-241898.703195647,"greater",9.99900009999e-05,217.271548930655,"less",0.0440955904409559,13049,521960000,6882,1533521
